Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [subtype]	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [SUBTYPE]
GSM162168 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P2A	P2A_KIDNEY_2	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P2A	P-GSE7023-2	ArrayExpress	GSM162168 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162168 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162168	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162168.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162168_sample_table.txt norm	GSM162168_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P2A
GSM162167 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P2A	P2A_KIDNEY_1	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P2A	P-GSE7023-2	ArrayExpress	GSM162167 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162167 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162167	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162167.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162167_sample_table.txt norm	GSM162167_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P2A
GSM162166 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1.2A	P1.2A_KIDNEY_5	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1.2A	P-GSE7023-2	ArrayExpress	GSM162166 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162166 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162166	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162166.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162166_sample_table.txt norm	GSM162166_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1.2A
GSM162165 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1.2A	P1.2A_KIDNEY_4	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1.2A	P-GSE7023-2	ArrayExpress	GSM162165 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162165 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162165	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162165.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162165_sample_table.txt norm	GSM162165_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1.2A
GSM162164 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1.2A	P1.2A_KIDNEY_3	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1.2A	P-GSE7023-2	ArrayExpress	GSM162164 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162164 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162164	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162164.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162164_sample_table.txt norm	GSM162164_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1.2A
GSM162163 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1.2A	P1.2A_KIDNEY_2	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1.2A	P-GSE7023-2	ArrayExpress	GSM162163 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162163 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162163	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162163.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162163_sample_table.txt norm	GSM162163_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1.2A
GSM162162 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1.2A	P1.2A_KIDNEY_1	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1.2A	P-GSE7023-2	ArrayExpress	GSM162162 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162162 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162162	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162162.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162162_sample_table.txt norm	GSM162162_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1.2A
GSM162161 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_14	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162161 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162161 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162161	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162161.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162161_sample_table.txt norm	GSM162161_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162160 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_13	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162160 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162160 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162160	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162160.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162160_sample_table.txt norm	GSM162160_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162159 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_12	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162159 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162159 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162159	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162159.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162159_sample_table.txt norm	GSM162159_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162158 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_11	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162158 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162158 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162158	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162158.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162158_sample_table.txt norm	GSM162158_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162157 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_10	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162157 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162157 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162157	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162157.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162157_sample_table.txt norm	GSM162157_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162156 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_9	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162156 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162156 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162156	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162156.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.1.zip	P-GSE7023-1	ArrayExpress	GSM162156_sample_table.txt norm	GSM162156_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162155 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_8	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162155 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162155 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162155	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162155.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.2.zip	P-GSE7023-1	ArrayExpress	GSM162155_sample_table.txt norm	GSM162155_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162154 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_7	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162154 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162154 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162154	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162154.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.2.zip	P-GSE7023-1	ArrayExpress	GSM162154_sample_table.txt norm	GSM162154_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162153 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_6	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162153 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162153 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162153	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162153.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.2.zip	P-GSE7023-1	ArrayExpress	GSM162153_sample_table.txt norm	GSM162153_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162152 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_5	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162152 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162152 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162152	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162152.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.2.zip	P-GSE7023-1	ArrayExpress	GSM162152_sample_table.txt norm	GSM162152_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162151 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_4	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162151 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162151 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162151	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162151.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.2.zip	P-GSE7023-1	ArrayExpress	GSM162151_sample_table.txt norm	GSM162151_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162150 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_3	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162150 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162150 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162150	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162150.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.2.zip	P-GSE7023-1	ArrayExpress	GSM162150_sample_table.txt norm	GSM162150_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162149 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_2	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162149 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162149 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162149	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162149.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.2.zip	P-GSE7023-1	ArrayExpress	GSM162149_sample_table.txt norm	GSM162149_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
GSM162148 1	Gene expression data from human normal kidney tissue and human kidney tumor tissues. Tumor subtypes include Papillary types 1, 1.2A, 2A, and 2B.	subtype: P1	P1_KIDNEY_1	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	P1	P-GSE7023-2	ArrayExpress	GSM162148 extract 1	total RNA	P-GSE7023-3	ArrayExpress	GSM162148 LE 1	R-Phycoerythrin Streptavidin (SAPE), from Molecular Probes, 1 mg/ml  ( we use 6 ul per reaction )	P-GSE7023-4	ArrayExpress	GSM162148	A-GEOD-4866	ArrayExpress	array assay	P-GSE7023-5	ArrayExpress	GSM162148.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.raw.2.zip	P-GSE7023-1	ArrayExpress	GSM162148_sample_table.txt norm	GSM162148_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7023/E-GEOD-7023.processed.1.zip	P1
